"EmployeeID","MonthlyIncome","JobRole","TotalWorkingYears","Gender","Age","Education Level"
"45666","7884","Healthcare","13","Female","28","Associate Degree"
"59526","7235","Healthcare","15","Male","32","High School"
"36590","5736","Media","8","Female","24","Master’s Degree"
"50217","3629","Education","19","Male","32","Associate Degree"
"12823","7193","Healthcare","7","Male","18","Master’s Degree"
"31819","8388","Technology","5","Female","33","Master’s Degree"
"7089","6301","Technology","6","Male","56","Associate Degree"
"42008","10465","Technology","17","Male","40","Associate Degree"
"55368","4675","Education","12","Male","20","Master’s Degree"
"54706","8502","Finance","13","Female","51","Associate Degree"
"59845","3086","Education","9","Male","28","Bachelor’s Degree"
"45436","5958","Education","18","Male","55","Master’s Degree"
"66759","8542","Technology","21","Male","35","PhD"
"27123","7428","Finance","13","Male","21","High School"
"52644","4617","Education","13","Male","40","Bachelor’s Degree"
"60500","3566","Education","22","Female","32","High School"
"19397","11330","Finance","5","Male","26","High School"
"64936","8718","Finance","10","Female","19","Associate Degree"
"37078","11265","Finance","1","Male","21","High School"
"63720","8713","Technology","5","Male","47","Associate Degree"
"19291","7067","Healthcare","21","Male","59","Bachelor’s Degree"
"58438","4902","Education","16","Female","26","Bachelor’s Degree"
"35415","5652","Media","30","Male","47","Master’s Degree"
"12203","5222","Education","9","Male","39","Associate Degree"
"55240","6386","Media","14","Male","44","Bachelor’s Degree"
"20836","3906","Education","14","Female","35","Bachelor’s Degree"
"26980","4980","Education","2","Male","26","Master’s Degree"
"24592","4306","Education","19","Male","34","Associate Degree"
"70413","9603","Healthcare","18","Female","44","Master’s Degree"
"6422","11316","Technology","4","Male","27","Bachelor’s Degree"
"25500","6228","Media","1","Male","26","Associate Degree"
"20991","8724","Technology","13","Female","58","Bachelor’s Degree"
"46872","8751","Healthcare","5","Female","22","Bachelor’s Degree"
"68808","8210","Technology","7","Male","33","Associate Degree"
"37430","3844","Education","31","Female","45","Associate Degree"
"13514","4506","Education","7","Male","31","Bachelor’s Degree"
"54687","4554","Education","12","Female","25","Bachelor’s Degree"
"12579","8059","Finance","23","Male","54","High School"
"32358","5372","Media","28","Female","42","Master’s Degree"
"19675","4651","Education","9","Male","22","High School"
"48373","7777","Healthcare","42","Female","54","Bachelor’s Degree"
"21158","8850","Finance","7","Male","25","Master’s Degree"
"54376","6433","Media","4","Female","30","Associate Degree"
"35886","4007","Education","29","Female","46","Master’s Degree"
"23137","6387","Technology","10","Female","50","High School"
"49963","5006","Education","13","Female","36","Associate Degree"
"64084","9227","Technology","20","Male","42","Bachelor’s Degree"
"57426","8983","Technology","20","Male","33","Associate Degree"
"20099","7303","Healthcare","33","Male","46","Bachelor’s Degree"
"61486","6039","Media","13","Male","36","Bachelor’s Degree"
"2521","7463","Healthcare","17","Female","27","High School"
"73713","4880","Media","1","Male","57","Associate Degree"
"12360","4384","Education","23","Male","31","Master’s Degree"
"3847","9645","Technology","1","Female","21","Associate Degree"
"46309","6849","Healthcare","31","Female","57","High School"
"72246","10434","Technology","5","Male","18","Associate Degree"
"67787","6231","Healthcare","12","Female","21","Bachelor’s Degree"
"63380","7338","Finance","10","Female","36","Associate Degree"
"53324","7987","Technology","10","Male","59","PhD"
"63698","6599","Healthcare","14","Male","23","Bachelor’s Degree"
"15300","9069","Finance","27","Male","43","High School"
"52171","9787","Technology","2","Male","51","Bachelor’s Degree"
"67788","9471","Technology","9","Male","30","Bachelor’s Degree"
"36159","4147","Education","5","Male","27","Master’s Degree"
"25270","7154","Healthcare","18","Male","28","High School"
"64015","6644","Healthcare","28","Female","52","High School"
"69922","6810","Finance","16","Male","52","Bachelor’s Degree"
"3262","6130","Media","38","Male","52","High School"
"12527","5534","Media","9","Male","39","High School"
"29849","8676","Finance","9","Female","53","Bachelor’s Degree"
"59224","3586","Education","27","Male","46","High School"
"40973","6147","Education","8","Male","45","High School"
"13797","5709","Technology","15","Male","35","Master’s Degree"
"55887","8913","Healthcare","17","Female","37","High School"
"63032","6778","Healthcare","9","Male","21","High School"
"66563","9892","Technology","28","Male","58","High School"
"42338","6234","Media","11","Male","25","Associate Degree"
"36636","12239","Finance","9","Male","28","Master’s Degree"
"28378","9847","Healthcare","24","Male","42","Bachelor’s Degree"
"20544","6040","Media","24","Female","48","Master’s Degree"
"6024","7163","Healthcare","3","Male","18","Bachelor’s Degree"
"74470","6292","Media","3","Female","52","Bachelor’s Degree"
"65128","7828","Finance","34","Male","45","Master’s Degree"
"15041","6948","Finance","11","Female","20","Bachelor’s Degree"
"11092","6675","Media","29","Female","39","Associate Degree"
"67290","6157","Technology","32","Female","40","Master’s Degree"
"29099","10607","Technology","16","Male","35","Associate Degree"
"13473","10233","Finance","11","Male","28","Master’s Degree"
"59775","7354","Healthcare","1","Female","42","High School"
"47831","7614","Healthcare","18","Female","32","Bachelor’s Degree"
"52486","9958","Finance","11","Female","23","PhD"
"37829","4374","Education","42","Male","51","High School"
"12997","6895","Media","28","Male","45","Bachelor’s Degree"
"7592","9818","Technology","1","Female","23","High School"
"29660","7818","Finance","11","Male","20","Associate Degree"
"7507","5379","Education","2","Male","22","Bachelor’s Degree"
"56037","11154","Finance","18","Female","43","Bachelor’s Degree"
"52664","7660","Healthcare","6","Male","40","Associate Degree"
"66878","3213","Education","16","Male","48","High School"
"65101","9018","Finance","5","Male","24","Master’s Degree"
"9214","6787","Technology","9","Male","58","Associate Degree"
"55596","5799","Media","21","Male","38","Associate Degree"
"10835","5985","Media","34","Male","46","Master’s Degree"
"29535","8788","Healthcare","16","Male","46","Bachelor’s Degree"
"55441","10639","Technology","17","Female","41","Master’s Degree"
"8728","8364","Healthcare","15","Male","41","Master’s Degree"
"15750","3957","Education","16","Female","48","Bachelor’s Degree"
"14933","7324","Healthcare","2","Female","40","High School"
"1536","5725","Education","3","Female","21","Bachelor’s Degree"
"73793","8483","Healthcare","25","Female","39","Associate Degree"
"31575","3866","Education","12","Male","56","Associate Degree"
"31326","12093","Finance","9","Male","50","Bachelor’s Degree"
"6308","9953","Healthcare","4","Female","35","Associate Degree"
"13804","4814","Education","33","Male","54","Associate Degree"
"14029","8593","Technology","6","Female","31","Master’s Degree"
"32423","6090","Media","6","Female","19","Master’s Degree"
"26298","6038","Media","4","Male","48","Associate Degree"
"3653","6483","Technology","3","Male","43","High School"
"51582","10208","Technology","7","Male","22","PhD"
"22725","7077","Technology","44","Female","53","Associate Degree"
"42577","7758","Technology","1","Male","30","PhD"
"73404","5480","Media","22","Female","31","Master’s Degree"
"36416","8569","Healthcare","23","Male","49","Master’s Degree"
"70441","7690","Healthcare","11","Female","35","High School"
"55633","9806","Technology","19","Female","54","High School"
"68080","4153","Education","4","Male","35","Associate Degree"
"16623","7385","Healthcare","3","Male","24","Bachelor’s Degree"
"6256","3737","Education","8","Male","19","Master’s Degree"
"72943","8154","Technology","5","Male","21","High School"
"43584","9890","Technology","19","Male","45","High School"
"65618","4966","Education","5","Male","54","High School"
"42295","5121","Media","20","Female","48","High School"
"26099","5625","Media","12","Male","57","Bachelor’s Degree"
"73736","11486","Technology","4","Male","49","Associate Degree"
"49552","7059","Technology","2","Female","25","Bachelor’s Degree"
"5715","7706","Healthcare","7","Male","34","Associate Degree"
"26421","9458","Technology","16","Male","34","Bachelor’s Degree"
"28004","10616","Technology","9","Female","21","High School"
"30774","8067","Healthcare","2","Male","26","Associate Degree"
"7314","5804","Education","15","Male","25","High School"
"29342","9429","Technology","10","Female","34","Bachelor’s Degree"
"31427","7519","Healthcare","39","Female","55","Associate Degree"
"69459","7245","Healthcare","25","Male","44","Associate Degree"
"18102","5374","Media","10","Male","19","High School"
"71091","6376","Media","14","Female","59","Associate Degree"
"49294","11213","Finance","9","Female","49","Bachelor’s Degree"
"54355","7277","Healthcare","45","Male","54","Bachelor’s Degree"
"72885","11143","Finance","39","Female","48","Associate Degree"
"66841","7930","Finance","9","Male","34","Master’s Degree"
"71575","10064","Finance","30","Male","54","Master’s Degree"
"68303","10680","Technology","4","Male","29","Bachelor’s Degree"
"37372","6009","Finance","45","Female","59","High School"
"53726","10836","Technology","9","Male","22","Associate Degree"
"66628","4914","Education","21","Male","34","Bachelor’s Degree"
"14538","7611","Technology","3","Female","24","PhD"
"61235","7952","Technology","21","Female","38","High School"
"28605","5884","Media","10","Male","47","Bachelor’s Degree"
"63953","8127","Finance","17","Male","30","Master’s Degree"
"3908","10233","Technology","12","Female","23","Master’s Degree"
"13902","5320","Education","1","Male","53","Associate Degree"
"32727","6930","Media","18","Female","40","Associate Degree"
"49672","10741","Finance","2","Female","32","Associate Degree"
"30087","6396","Media","42","Male","50","Master’s Degree"
"38693","7401","Education","18","Male","32","High School"
"8184","5973","Media","1","Female","54","Master’s Degree"
"8431","5827","Education","8","Female","37","Bachelor’s Degree"
"246","5671","Media","6","Female","54","High School"
"5484","5444","Education","17","Female","28","Bachelor’s Degree"
"38093","3943","Education","22","Male","56","Master’s Degree"
"69410","9599","Technology","20","Female","50","Bachelor’s Degree"
"2365","4641","Education","29","Female","41","Bachelor’s Degree"
"4308","5232","Education","10","Male","31","High School"
"72489","6149","Healthcare","6","Female","36","Associate Degree"
"49461","8541","Finance","36","Male","55","Associate Degree"
"8801","7329","Healthcare","13","Female","25","High School"
"31887","9570","Technology","27","Female","49","Bachelor’s Degree"
"44500","7705","Finance","5","Male","25","Bachelor’s Degree"
"64727","5979","Media","5","Male","28","High School"
"31517","9987","Technology","11","Male","35","Master’s Degree"
"54950","7910","Healthcare","23","Male","41","Associate Degree"
"63025","7468","Finance","20","Female","54","Bachelor’s Degree"
"65871","5540","Education","5","Male","50","Master’s Degree"
"51566","5892","Education","23","Female","31","Master’s Degree"
"46580","7425","Finance","21","Female","51","High School"
"62906","4346","Education","6","Female","21","Associate Degree"
"5278","7446","Healthcare","9","Male","43","Master’s Degree"
"24550","5944","Media","28","Male","53","Bachelor’s Degree"
"33476","8685","Finance","2","Male","18","Bachelor’s Degree"
"32161","5850","Education","13","Female","28","Associate Degree"
"16048","7156","Finance","9","Female","27","High School"
"70538","8934","Finance","17","Male","28","PhD"
"45367","7439","Healthcare","21","Male","29","Bachelor’s Degree"
"1579","4333","Education","12","Male","37","Associate Degree"
"27236","4971","Education","16","Female","50","Bachelor’s Degree"
"20182","5549","Media","3","Male","39","High School"
"71984","6527","Healthcare","17","Male","51","High School"
"60","8818","Healthcare","2","Female","35","High School"
"43836","8436","Finance","8","Male","36","High School"
"34188","10894","Finance","20","Male","37","Associate Degree"
"10598","7658","Technology","17","Male","32","Master’s Degree"
"16152","7314","Healthcare","30","Male","40","Bachelor’s Degree"
"40029","7658","Healthcare","15","Male","24","Master’s Degree"
"36749","5409","Media","14","Female","47","PhD"
"10770","9715","Healthcare","10","Male","29","Master’s Degree"
"16322","6084","Media","15","Female","33","Bachelor’s Degree"
"51596","7866","Healthcare","4","Male","33","High School"
"926","8786","Healthcare","4","Female","57","Associate Degree"
"34131","9016","Technology","11","Male","39","Bachelor’s Degree"
"29024","4687","Education","16","Female","33","Bachelor’s Degree"
"30689","7487","Healthcare","7","Male","23","Master’s Degree"
"67434","7274","Healthcare","10","Male","34","Bachelor’s Degree"
"41852","6751","Media","10","Male","18","Master’s Degree"
"69235","8419","Technology","13","Female","32","Associate Degree"
"60757","6205","Media","11","Male","57","Master’s Degree"
"62688","5386","Education","15","Male","26","Bachelor’s Degree"
"33824","4149","Education","4","Male","41","High School"
"12927","6305","Finance","11","Male","49","Bachelor’s Degree"
"20148","8015","Healthcare","15","Female","50","PhD"
"40012","10062","Healthcare","20","Male","37","Bachelor’s Degree"
"49312","4315","Education","11","Male","20","Master’s Degree"
"52039","10758","Finance","12","Female","40","Master’s Degree"
"18255","6614","Finance","7","Female","31","Master’s Degree"
"61802","5729","Media","13","Female","42","Associate Degree"
"70184","7151","Technology","6","Male","30","Associate Degree"
"17551","5046","Media","38","Male","50","Master’s Degree"
"22921","9215","Technology","13","Female","50","Associate Degree"
"28164","10849","Technology","1","Male","22","Bachelor’s Degree"
"25845","5258","Education","13","Female","30","Bachelor’s Degree"
"42137","4360","Education","36","Male","48","Bachelor’s Degree"
"73229","4733","Education","25","Female","50","High School"
"53828","6229","Healthcare","4","Female","35","Bachelor’s Degree"
"2145","7975","Healthcare","17","Male","47","Master’s Degree"
"2168","7942","Technology","2","Female","26","Master’s Degree"
"17804","8697","Technology","35","Male","48","Master’s Degree"
"36682","9708","Technology","13","Male","25","Associate Degree"
"31231","6830","Media","7","Female","38","Associate Degree"
"52756","7570","Technology","6","Male","36","Associate Degree"
"69683","8268","Healthcare","1","Female","31","Associate Degree"
"15059","6383","Media","2","Male","21","Associate Degree"
"15355","5697","Media","5","Female","19","Bachelor’s Degree"
"69595","7821","Healthcare","4","Female","23","High School"
"61062","12445","Technology","16","Male","51","Associate Degree"
"61464","10517","Technology","11","Female","19","High School"
"21201","4851","Education","8","Male","26","Master’s Degree"
"16328","5641","Education","10","Female","54","High School"
"65894","5198","Media","47","Female","56","Bachelor’s Degree"
"57896","4419","Education","16","Female","50","Associate Degree"
"53267","4086","Education","7","Female","23","Bachelor’s Degree"
"2206","11160","Finance","1","Male","35","Associate Degree"
"59846","3942","Education","13","Female","43","Master’s Degree"
"64112","4820","Media","8","Male","30","Master’s Degree"
"41714","5403","Education","21","Male","57","High School"
"41424","7999","Healthcare","28","Male","37","Associate Degree"
"25324","13239","Finance","11","Male","41","Master’s Degree"
"16018","8361","Technology","2","Female","43","Bachelor’s Degree"
"57792","6866","Media","9","Female","18","Master’s Degree"
"67628","3596","Education","38","Male","48","High School"
"20144","6892","Healthcare","28","Male","47","Associate Degree"
"30445","9931","Technology","27","Male","50","Bachelor’s Degree"
"22806","7302","Healthcare","3","Male","45","Master’s Degree"
"44712","6257","Technology","27","Male","45","Bachelor’s Degree"
"13521","7944","Healthcare","1","Male","49","Master’s Degree"
"45535","9446","Technology","1","Male","41","Bachelor’s Degree"
"25948","7361","Healthcare","2","Female","52","High School"
"53479","4826","Education","11","Female","37","High School"
"49742","10613","Technology","19","Male","32","Master’s Degree"
"66553","5651","Media","18","Male","38","Master’s Degree"
"70700","8369","Finance","22","Male","35","PhD"
"6678","9580","Technology","4","Male","43","Associate Degree"
"56110","5391","Education","30","Female","42","Bachelor’s Degree"
"12329","6367","Media","3","Female","23","Master’s Degree"
"3541","9636","Healthcare","1","Female","58","Bachelor’s Degree"
"33330","5816","Finance","1","Male","23","PhD"
"1523","8803","Finance","34","Female","58","Master’s Degree"
"13433","8311","Healthcare","9","Female","18","Associate Degree"
"6447","10180","Finance","9","Male","19","High School"
"30139","7550","Healthcare","18","Male","41","Associate Degree"
"4291","11666","Finance","14","Female","23","Bachelor’s Degree"
"26341","9544","Healthcare","48","Female","57","Master’s Degree"
"47120","9971","Technology","9","Female","32","High School"
"55337","7553","Finance","4","Female","31","Bachelor’s Degree"
"31030","5069","Education","39","Female","54","Bachelor’s Degree"
"22661","9654","Finance","12","Female","34","High School"
"12551","8849","Healthcare","14","Male","23","Associate Degree"
"52080","10671","Technology","13","Female","34","Associate Degree"
"66146","4000","Education","6","Male","26","PhD"
"23224","6117","Media","10","Female","28","PhD"
"51715","11631","Technology","4","Female","22","High School"
"37360","4852","Finance","6","Male","20","Bachelor’s Degree"
"46530","8056","Finance","22","Male","30","Master’s Degree"
"69751","4442","Education","2","Male","24","Master’s Degree"
"14531","5421","Finance","22","Female","57","Master’s Degree"
"49739","9086","Healthcare","36","Male","58","High School"
"26014","7703","Finance","5","Female","32","Associate Degree"
"6622","5917","Media","26","Female","35","Bachelor’s Degree"
"33684","5923","Finance","2","Female","52","Bachelor’s Degree"
"973","3317","Education","23","Male","46","High School"
"19428","9386","Healthcare","11","Female","54","Bachelor’s Degree"
"57263","6946","Healthcare","5","Female","35","Bachelor’s Degree"
"32887","8969","Healthcare","15","Male","30","Associate Degree"
"10549","6727","Finance","1","Male","18","PhD"
"12802","6975","Healthcare","18","Male","54","High School"
"22882","8952","Technology","19","Female","38","Associate Degree"
"53425","3849","Education","1","Male","31","Bachelor’s Degree"
"65009","3726","Education","11","Female","54","Master’s Degree"
"6729","7444","Healthcare","13","Male","54","Bachelor’s Degree"
"65768","8412","Healthcare","3","Female","20","High School"
"63258","7680","Healthcare","9","Male","26","High School"
"37176","7189","Healthcare","7","Male","37","Associate Degree"
"67184","7677","Healthcare","7","Male","42","Bachelor’s Degree"
"3412","9405","Technology","8","Female","58","PhD"
"3134","5493","Finance","11","Male","54","Bachelor’s Degree"
"1188","8065","Technology","9","Female","47","Master’s Degree"
"16945","5634","Education","16","Female","29","High School"
"66120","5763","Media","1","Male","49","Bachelor’s Degree"
"26128","5876","Media","18","Female","35","Bachelor’s Degree"
"19084","9737","Technology","27","Female","53","High School"
"32700","7476","Healthcare","16","Male","50","High School"
"1145","10353","Technology","19","Male","41","High School"
"52572","6009","Technology","5","Male","24","High School"
"13636","8391","Healthcare","10","Female","56","Master’s Degree"
"61578","6160","Media","20","Female","40","Master’s Degree"
"49152","6097","Media","5","Female","23","Bachelor’s Degree"
"31603","6575","Media","13","Female","40","High School"
"59965","9038","Healthcare","39","Male","50","Associate Degree"
"28072","5774","Finance","12","Female","27","Associate Degree"
"54604","6715","Media","12","Male","24","Bachelor’s Degree"
"12588","9254","Technology","5","Female","20","Bachelor’s Degree"
"61308","5122","Media","43","Male","56","High School"
"73457","9812","Finance","5","Male","45","Master’s Degree"
"23656","3663","Education","11","Male","21","Bachelor’s Degree"
"74476","6763","Healthcare","13","Male","23","Associate Degree"
"56620","5814","Media","4","Male","36","PhD"
"64432","9596","Technology","15","Female","31","Associate Degree"
"72895","5841","Media","22","Male","59","Master’s Degree"
"65107","5500","Media","13","Female","35","PhD"
"22798","4364","Education","1","Female","40","High School"
"71496","4003","Education","4","Female","23","Bachelor’s Degree"
"4724","6938","Healthcare","6","Male","34","High School"
"15064","7450","Healthcare","13","Female","47","Bachelor’s Degree"
"58724","8495","Technology","30","Female","38","High School"
"26710","8944","Technology","11","Male","55","Bachelor’s Degree"
"68187","5403","Education","3","Male","46","Associate Degree"
"42976","8731","Technology","9","Female","42","Bachelor’s Degree"
"72957","9863","Technology","29","Female","55","Master’s Degree"
"11527","8139","Healthcare","9","Male","36","High School"
"29153","6817","Media","23","Male","43","Master’s Degree"
"48461","7541","Technology","32","Female","48","Associate Degree"
"42130","14210","Finance","11","Female","28","Associate Degree"
"31644","6753","Healthcare","20","Female","40","Bachelor’s Degree"
"48624","7426","Healthcare","8","Male","38","PhD"
"25403","4128","Education","10","Male","18","Associate Degree"
"43969","5540","Education","22","Female","49","Associate Degree"
"15219","3880","Education","37","Male","56","Associate Degree"
"3718","6151","Media","1","Female","24","Associate Degree"
"60802","6686","Media","10","Male","21","Associate Degree"
"17529","8198","Finance","5","Male","29","Bachelor’s Degree"
"52666","10279","Finance","3","Male","33","High School"
"53783","3651","Education","10","Male","38","Bachelor’s Degree"
"20752","5227","Education","15","Male","30","PhD"
"33927","7313","Technology","33","Male","43","Master’s Degree"
"20779","6292","Media","13","Female","27","Associate Degree"
"44565","7533","Finance","26","Female","57","Bachelor’s Degree"
"40900","12804","Technology","11","Male","59","Bachelor’s Degree"
"50679","7871","Finance","8","Male","36","PhD"
"57718","5696","Media","23","Female","52","High School"
"46622","7300","Healthcare","19","Female","51","Associate Degree"
"42263","6901","Media","10","Male","29","Master’s Degree"
"73342","7127","Technology","14","Female","25","PhD"
"73537","2905","Education","34","Female","51","PhD"
"6332","9106","Technology","16","Female","44","Master’s Degree"
"29005","4130","Education","22","Male","42","Associate Degree"
"41225","4120","Education","20","Female","42","Bachelor’s Degree"
"24123","4360","Education","3","Male","57","Associate Degree"
"26489","5808","Education","9","Male","24","Associate Degree"
"43717","10261","Finance","22","Female","59","Bachelor’s Degree"
"20267","8045","Healthcare","2","Male","57","Associate Degree"
"5694","9196","Healthcare","14","Female","30","Master’s Degree"
"36689","7173","Healthcare","27","Male","52","Bachelor’s Degree"
"50314","6263","Media","10","Female","42","Bachelor’s Degree"
"48589","9550","Technology","32","Female","49","Master’s Degree"
"69262","5539","Media","15","Male","23","Associate Degree"
"36641","8226","Technology","6","Female","25","Bachelor’s Degree"
"17922","8796","Finance","40","Male","56","Associate Degree"
"69389","12367","Finance","6","Male","41","Associate Degree"
"21192","8450","Finance","35","Female","44","Master’s Degree"
"48152","9535","Technology","43","Female","51","Associate Degree"
"30313","10531","Technology","11","Male","20","High School"
"3681","7762","Healthcare","26","Female","56","High School"
"54427","7673","Healthcare","36","Male","59","Bachelor’s Degree"
"15731","10866","Finance","13","Male","23","Master’s Degree"
"19331","13715","Finance","9","Female","21","Bachelor’s Degree"
"27602","8609","Technology","9","Male","24","Associate Degree"
"20557","12289","Finance","15","Female","51","Master’s Degree"
"44420","7802","Technology","11","Female","33","Master’s Degree"
"23988","6262","Media","5","Female","22","Associate Degree"
"41275","5249","Media","5","Male","24","Master’s Degree"
"17425","8128","Healthcare","18","Male","26","Bachelor’s Degree"
"63738","3555","Education","26","Female","44","Bachelor’s Degree"
"30210","5181","Media","30","Female","45","Bachelor’s Degree"
"52764","6655","Healthcare","9","Male","33","Associate Degree"
"51705","3792","Education","37","Female","46","Master’s Degree"
"15406","11326","Technology","36","Female","50","Associate Degree"
"29401","3353","Education","5","Male","28","Associate Degree"
"26606","3534","Education","5","Female","44","Master’s Degree"
"5319","6964","Finance","30","Male","43","High School"
"69727","10431","Finance","3","Male","43","Associate Degree"
"61449","4051","Education","30","Male","57","Master’s Degree"
"72049","9804","Technology","1","Male","26","High School"
"2661","7935","Healthcare","5","Female","20","Associate Degree"
"7783","5581","Education","14","Male","22","Bachelor’s Degree"
"62165","8242","Healthcare","14","Female","39","PhD"
"36974","3806","Education","16","Female","26","Master’s Degree"
"64335","8418","Healthcare","39","Female","56","Associate Degree"
"70019","10917","Finance","8","Female","35","Master’s Degree"
"19440","8906","Finance","6","Male","35","Bachelor’s Degree"
"27470","9528","Technology","33","Male","50","Bachelor’s Degree"
"56329","8828","Technology","15","Female","29","Bachelor’s Degree"
"59694","11106","Technology","33","Male","58","Associate Degree"
"21415","7697","Healthcare","1","Female","18","Associate Degree"
"66403","11440","Finance","12","Female","29","Bachelor’s Degree"
"15845","10831","Finance","12","Male","59","Bachelor’s Degree"
"12566","9281","Healthcare","33","Female","56","Associate Degree"
"62278","7969","Healthcare","3","Male","25","Master’s Degree"
"24795","10088","Finance","22","Male","30","Associate Degree"
"38582","8870","Technology","3","Female","39","Master’s Degree"
"49278","3933","Education","29","Male","47","Master’s Degree"
"63848","3600","Education","16","Male","48","Bachelor’s Degree"
"3729","9442","Technology","12","Male","34","Bachelor’s Degree"
"66421","6334","Media","10","Female","29","High School"
"2967","8358","Healthcare","25","Male","46","High School"
"71971","10278","Technology","1","Male","50","Bachelor’s Degree"
"66331","5353","Education","35","Male","52","Master’s Degree"
"47578","6023","Media","21","Female","41","Bachelor’s Degree"
"56103","5763","Media","32","Male","42","Master’s Degree"
"30334","8084","Healthcare","10","Male","28","Bachelor’s Degree"
"47744","7353","Finance","10","Female","19","PhD"
"47430","3955","Education","29","Male","58","Master’s Degree"
"24516","5780","Media","5","Female","24","Associate Degree"
"6031","4315","Education","11","Male","24","PhD"
"29115","6633","Finance","5","Female","47","Associate Degree"
"58824","10409","Technology","16","Male","31","Master’s Degree"
"33512","7787","Healthcare","8","Female","21","Associate Degree"
"36433","5086","Media","12","Male","31","Associate Degree"
"16440","11273","Technology","13","Female","23","Bachelor’s Degree"
"56391","10588","Technology","32","Female","43","Master’s Degree"
"44169","6209","Media","15","Male","26","Master’s Degree"
"49203","5648","Education","32","Female","47","Bachelor’s Degree"
"45800","5577","Education","4","Male","52","Associate Degree"
"33576","6704","Media","17","Male","41","Bachelor’s Degree"
"57121","9980","Technology","12","Male","22","High School"
"30703","6035","Education","17","Female","27","Master’s Degree"
"22291","5975","Media","1","Male","32","Associate Degree"
"44471","9597","Technology","11","Female","50","Master’s Degree"
"42110","6604","Healthcare","30","Male","44","Master’s Degree"
"39285","5395","Media","11","Male","23","Bachelor’s Degree"
"56897","5672","Education","41","Female","55","Associate Degree"
"48264","8628","Healthcare","26","Male","34","Master’s Degree"
"40059","4806","Education","2","Male","20","Associate Degree"
"44076","8963","Healthcare","38","Male","57","High School"
"16516","4033","Education","42","Male","55","Bachelor’s Degree"
"8042","13035","Technology","1","Male","21","Bachelor’s Degree"
"13072","6022","Education","6","Male","56","Bachelor’s Degree"
"5869","7554","Finance","14","Male","26","Master’s Degree"
"56046","3408","Education","7","Female","23","Associate Degree"
"66362","7074","Media","10","Male","22","Associate Degree"
"7022","5314","Education","26","Female","52","Master’s Degree"
"20326","5489","Education","11","Male","27","High School"
"20754","9395","Technology","3","Male","37","Master’s Degree"
"72736","4147","Education","33","Male","43","Associate Degree"
"15479","8758","Technology","4","Male","40","Associate Degree"
"32864","4302","Education","6","Male","26","Associate Degree"
"39048","5769","Media","10","Male","53","Bachelor’s Degree"
"9797","7691","Technology","12","Male","20","Bachelor’s Degree"
"60444","4904","Education","29","Male","39","High School"
"65274","9961","Technology","1","Female","55","High School"
"29479","6739","Healthcare","13","Male","45","Associate Degree"
"57752","6653","Healthcare","6","Male","46","Associate Degree"
"58813","3519","Education","2","Male","18","Bachelor’s Degree"
"74091","3722","Education","9","Male","26","Master’s Degree"
"16757","8465","Technology","1","Female","21","Master’s Degree"
"62273","4673","Finance","33","Male","49","Master’s Degree"
"1269","4005","Education","8","Male","18","Bachelor’s Degree"
"61566","3743","Education","20","Male","36","Bachelor’s Degree"
"50115","9402","Technology","28","Female","49","High School"
"61712","10370","Technology","4","Male","33","Bachelor’s Degree"
"35863","4493","Education","22","Male","35","Bachelor’s Degree"
"27370","8543","Technology","12","Female","21","Bachelor’s Degree"
"12953","5677","Education","22","Male","31","High School"
"72664","8670","Technology","10","Male","30","PhD"
"8989","3955","Education","20","Male","36","High School"
"41288","9464","Technology","22","Male","43","Bachelor’s Degree"
"19941","8054","Healthcare","27","Male","41","Bachelor’s Degree"
"23193","8115","Finance","7","Female","49","Associate Degree"
"72752","6161","Media","14","Female","23","Bachelor’s Degree"
"2032","7720","Finance","10","Female","54","Bachelor’s Degree"
"15901","6742","Finance","3","Female","38","Master’s Degree"
"43781","7722","Finance","47","Female","58","Master’s Degree"
"6104","5807","Education","46","Male","54","Bachelor’s Degree"
"40034","6358","Media","7","Male","27","High School"
"55985","5986","Media","14","Male","35","Bachelor’s Degree"
"74300","10418","Technology","26","Female","43","Bachelor’s Degree"
"73791","12202","Finance","7","Male","26","Master’s Degree"
"14333","7911","Healthcare","2","Male","59","Master’s Degree"
"67984","6402","Technology","19","Male","29","Bachelor’s Degree"
"16216","4394","Education","10","Male","28","Master’s Degree"
"10914","6804","Healthcare","6","Male","59","High School"
"26826","10887","Finance","32","Male","48","High School"
"72612","9760","Technology","11","Female","31","Bachelor’s Degree"
"13768","6048","Media","30","Female","50","High School"
"4875","4491","Education","11","Male","40","Bachelor’s Degree"
"55764","7531","Healthcare","7","Male","30","Associate Degree"
"41597","6337","Education","2","Female","27","Associate Degree"
"41579","5988","Media","35","Male","45","High School"
"51774","4055","Education","27","Male","37","High School"
"8646","8880","Healthcare","7","Female","42","High School"
"32459","5963","Media","4","Female","59","Bachelor’s Degree"
"58425","6488","Technology","4","Male","20","Associate Degree"
"15892","8741","Technology","7","Male","24","Bachelor’s Degree"
"1086","6297","Healthcare","4","Male","37","High School"
"31673","6074","Media","20","Male","40","Bachelor’s Degree"
"37057","8657","Technology","13","Male","32","Bachelor’s Degree"
"40001","5086","Media","19","Female","45","Associate Degree"
"38469","9293","Technology","8","Female","31","High School"
"42590","9709","Technology","24","Male","45","High School"
"53350","7951","Finance","7","Female","54","High School"
"30281","8682","Healthcare","18","Male","33","Master’s Degree"
